sentence_id	sentence	sentiment_label	positivity_probability
2284	What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .	+1	0.86111
2285	It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .	+1	0.84722
2286	It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .	+1	0.70833
2288	A sly female empowerment movie , although not in a way anyone would expect .	+1	0.70833
2290	It 's a wonderful , sobering , heart-felt drama .	+1	0.90278
2291	Runs on the pure adrenalin of Pacino 's performance .	+1	0.80556
2292	The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emotionally belittle a cinema classic .	-1	0.18056
2294	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .	+1	0.65278
2295	The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .	+1	0.83333
2296	As a vehicle to savour Binoche 's skill , the film is well worthwhile .	+1	0.81944
2297	The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .	+1	0.73611
2298	Whatever complaints I might have , I 'd take -LRB- its -RRB- earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .	+1	0.72222
2299	Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .	+1	0.79167
2300	A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	+1	0.75
2301	Even during the climactic hourlong cricket match , boredom never takes hold .	+1	0.79167
2302	Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?	+1	0.77778
2303	Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .	+1	0.72222
2304	Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .	+1	0.68056
2305	If the film has a problem , its shortness disappoints : You want the story to go on and on .	+1	0.75
2306	Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .	+1	0.76389
2307	The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .	+1	0.625
2308	The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .	+1	0.90278
2309	Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .	+1	0.70833
2310	The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .	+1	0.83333
2311	Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .	+1	0.81944
2314	The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .	+1	0.84722
2315	Real Women may have many agendas , but it also will win you over , in a big way .	+1	0.83333
2316	Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .	+1	0.84722
2317	Surprisingly powerful and universal .	+1	0.81944
2320	Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .	+1	0.83333
2321	Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .	+1	0.76389
2322	A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .	+1	0.73611
2323	It 's technically sumptuous but also almost wildly alive .	+1	0.88889
2324	This film puts Wang at the forefront of China 's Sixth Generation of film makers .	+1	0.86111
2325	it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .	+1	0.81944
2326	Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .	+1	0.65278
2327	There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .	+1	0.84722
2328	An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .	+1	0.77778
2329	Arguably the best script that Besson has written in years .	+1	0.93056
2330	It 's no lie -- Big Fat Liar is a real charmer .	+1	0.83333
2331	Invigorating , surreal , and resonant with a rainbow of emotion .	+1	0.91667
2332	Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .	+1	0.73611
2333	Pray has really done his subject justice .	+1	0.76389
2334	An unexpectedly sweet story of sisterhood .	+1	0.77778
2335	Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .	+1	0.72222
2336	A subtle , humorous , illuminating study of politics , power and social mobility .	+1	0.76389
2338	- West Coast rap wars , this modern mob music drama never fails to fascinate .	+1	0.76389
2339	Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .	+1	0.91667
2340	Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years	+1	0.90278
2342	But , like Silence , it 's a movie that gets under your skin .	-1	0.23611
2343	Caviezel embodies the transformation of his character completely .	+1	0.77778
2344	A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .	+1	0.68056
2345	Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .	+1	0.83333
2346	What results is the best performance from either in years .	+1	0.88889
2347	The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .	+1	0.86111
2348	B̩art and Berling are both superb , while Huppert ... is magnificent .	+1	0.88889
2350	Miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .	+1	1
2351	Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	+1	0.61111
2352	But even while his characters are acting horribly , he is always sympathetic .	+1	0.61111
2353	Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .	+1	0.72222
2355	... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	+1	0.83333
2356	I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .	+1	0.81944
2357	Nicole Kidman makes it a party worth attending .	+1	0.875
2358	The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .	+1	0.72222
2359	The Komediant is a tale worth catching .	+1	0.75
2360	The writing is clever and the cast is appealing .	+1	0.875
2363	Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .	+1	0.76389
2364	It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .	+1	0.72222
2365	A taut , sobering film .	+1	0.80556
2366	Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .	+1	0.88889
2367	It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .	+1	0.61111
2369	A quietly moving look back at what it was to be Iranian-American in 1979 .	+1	0.70833
2370	Like a veteran head cutter , Barbershop is tuned in to its community .	+1	0.66667
2371	I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .	+1	0.79167
2372	You live the mood rather than savour the story .	+1	0.72222
2373	Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .	+1	0.75
2374	While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .	+1	0.625
2375	While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .	-1	0.375
2376	Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .	+1	0.76389
2377	The beautifully choreographed kitchen ballet is simple but absorbing .	+1	0.63889
2378	There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .	-1	0.25
2379	`` The best Disney movie since the Lion King ''	+1	0.88889
2380	Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .	+1	0.88889
2381	Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .	+1	0.88889
2382	There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .	-1	0.22222
2383	Giggling at the absurdities and inconsistencies is part of the fun .	+1	0.61111
2384	But the talented cast alone will keep you watching , as will the fight scenes .	+1	0.91667
2385	Arteta paints a picture of lives lived in a state of quiet desperation .	+1	0.70833
2386	Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .	+1	0.66667
2387	While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .	+1	0.65278
2388	Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .	+1	0.77778
2389	This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .	+1	0.75
2390	Amazing !	+1	0.91667
2391	A college story that works even without vulgarity , sex scenes , and cussing !	+1	0.75
2392	The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .	+1	0.79167
2393	A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .	+1	0.77778
2394	If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .	+1	0.93056
2395	While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .	+1	0.81944
2396	A smart , sassy and exceptionally charming romantic comedy .	+1	0.875
2397	There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .	+1	0.76389
2398	A gift to anyone who loves both dance and cinema	+1	0.72222
2400	A reminder that beyond all the hype and recent digital glitz , Spielberg knows how to tell us about people .	+1	0.91667
2401	One of the finest , most humane and important Holocaust movies ever made .	+1	0.98611
2402	An engrossing and infectiously enthusiastic documentary .	+1	0.86111
2403	A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .	+1	0.875
2404	A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .	+1	0.68056
2405	Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .	+1	0.61111
2406	Extraordinary debut from Josh Koury .	+1	0.875
2407	The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .	+1	0.86111
2408	For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .	+1	0.70833
2409	All right , so it 's not a brilliant piece of filmmaking , but it is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast .	+1	0.70833
2410	Douglas McGrath 's Nicholas Nickleby does Dickens as it should be done cinematically .	+1	0.83333
2411	It 's a lovely , eerie film that casts an odd , rapt spell .	+1	0.81944
2412	The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .	+1	0.65278
2413	It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .	+1	0.75
2416	It 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .	+1	0.77778
2417	Able to provide insight into a fascinating part of theater history .	+1	0.68056
2418	An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .	+1	0.69444
2421	It 's a familiar story , but one that is presented with great sympathy and intelligence .	+1	0.77778
2422	Gently humorous and touching .	+1	0.79167
2423	It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .	+1	0.63889
2424	Kinnear 's performance is a career-defining revelation .	+1	0.80556
2425	The film is predictable in the reassuring manner of a beautifully sung holiday carol .	+1	0.77778
2426	... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .	-1	0.33333
2429	A certain sexiness underlines even the dullest tangents .	+1	0.61111
2430	You may be captivated , as I was , by its moods , and by its subtly transformed star , and still wonder why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear .	+1	0.66667
2431	There is no substitute for on-screen chemistry , and when Friel pulls the strings that make Williams sink into melancholia , the reaction in Williams is as visceral as a gut punch .	+1	0.81944
2432	That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .	+1	0.73611
2433	A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .	+1	0.88889
2434	After watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history .	+1	0.79167
2435	In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .	+1	0.86111
2437	Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .	+1	0.83333
2438	Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .	+1	0.83333
2439	A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .	+1	0.80556
2440	Its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway .	+1	0.72222
2442	Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .	+1	0.69444
2444	A bright , inventive , thoroughly winning flight of revisionist fancy .	+1	0.75
2445	Ozpetek 's effort has the scope and shape of an especially well-executed television movie .	+1	0.88889
2446	Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .	+1	0.75
2447	A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .	+1	0.79167
2448	Makes one thing abundantly clear .	+1	0.72222
2449	American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .	+1	0.72222
2450	Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .	+1	0.76389
2451	If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .	+1	0.83333
2452	In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .	+1	0.94444
2453	Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .	+1	0.70833
2454	The mood , look and tone of the film fit the incredible storyline to a T.	+1	0.70833
2455	It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .	+1	0.84722
2456	A work of extraordinary journalism , but it is also a work of deft and subtle poetry .	+1	0.81944
2457	It 's funny and human and really pretty damned wonderful , all at once .	+1	0.77778
2458	At 78 minutes it just zings along with vibrance and warmth .	+1	0.80556
2459	A strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .	+1	0.84722
2463	... plenty of warmth to go around , with music and laughter and the love of family .	+1	0.81944
2464	It 'll keep you wide awake and ... very tense .	+1	0.68056
2465	Could use a little more humanity , but it never lacks in eye-popping visuals .	+1	0.66667
2466	-LRB- Danny Huston gives -RRB- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	+1	0.90278
2467	These three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .	+1	0.83333
2468	A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .	+1	0.84722
2469	It reaffirms life as it looks in the face of death .	+1	0.66667
2470	The film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .	+1	0.66667
2471	This is more fascinating -- being real -- than anything seen on Jerry Springer .	+1	0.83333
2472	A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .	+1	0.625
2474	He does this so well you do n't have the slightest difficulty accepting him in the role .	+1	0.86111
2477	A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .	+1	0.97222
2478	Thought-provoking and stylish , if also somewhat hermetic .	+1	0.66667
2479	Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles .	+1	0.875
2480	While it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .	+1	0.68056
2481	Funny in a sick , twisted sort of way .	+1	0.69444
2482	If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this .	+1	0.75
2483	It 's a talking head documentary , but a great one .	+1	0.73611
2485	Ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese ` cultural revolution . '	+1	0.68056
2486	... a solid , well-formed satire .	+1	0.83333
2487	As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair .	+1	0.63889
2488	Most consumers of lo mein and General Tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .	+1	0.61111
2489	Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .	+1	0.75
2490	The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .	+1	0.79167
2491	Uneven , self-conscious but often hilarious spoof .	+1	0.625
2492	Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .	-1	0.38889
2493	Thanks to The Ch̢teau 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .	+1	0.79167
2494	Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .	+1	0.625
2495	Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .	+1	0.90278
2496	The premise of Jason X is silly but strangely believable .	+1	0.66667
2497	It 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .	+1	0.93056
2498	An awfully good , achingly human picture .	+1	0.625
2501	Definitely worth 95 minutes of your time .	+1	0.88889
2502	The film jolts the laughs from the audience -- as if by cattle prod .	+1	0.75
2503	A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .	+1	0.81944
2504	Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .	+1	0.73611
2505	Whereas Oliver Stone 's conspiracy thriller JFK was long , intricate , star-studded and visually flashy , Interview with the Assassin draws its considerable power from simplicity .	+1	0.76389
2506	Funny , sexy , devastating and incurably romantic .	+1	0.81944
2507	Triple X is a double agent , and he 's one bad dude .	+1	0.625
2508	When you 've got the wildly popular Vin Diesel in the equation , it adds up to big box office bucks all but guaranteed .	+1	0.75
2509	Very well-written and very well-acted .	+1	1
2510	A powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .	+1	1
2511	You emerge dazed , confused as to whether you 've seen pornography or documentary .	-1	0.29167
2512	It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .	+1	0.66667
